affiliateid,affiliateguid,affiliatename,affiliatenumber,affiliateabbreviatedname,affiliateacronym,affiliateein,affiliatepercapitapin,billhighwaygroupid,ischartered,charterdate,parentaffiliateid,affiliatetypeid,affiliatedesignationid,affiliategeoreachid,isaffiliateactive,affiliateinactivereasonid,affiliateinactivedate,locationstateabr,regionid,retireeentitytypeid,retireedestinationid,electionmonth,officertermstartmonth,iselectionyearodd,electiontermyears,noncoaupdate,nonationalupdate,nostateupdate,nolanwanupdate,noexternalupdate,affiliatewebsite,isactionnetwork,usesaftmemberid,createdby,createdat,updatedby,updatedat,deletedat
1723,57E6E2F9-59B6-4B4D-B7E2-882F92BEC571,Oak Hill Staff Association,06208,,OHSA,800290493,434622,,1,2002-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1724,5D09D9FB-534A-449B-AF2D-FD8EC90C98AD,Wellsville Substitute Teachers Association,06231,,WSTA,161543682,172275,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1725,DAF680FB-797C-4B3B-B0C7-A778A67CF01D,Cooperstown Teachers Association,06232,,CTA,800505302,693113,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1726,1C3890F0-216D-45E4-ADBE-81051EE1772F,Lawrence Educational Secretarial Association,06233,,LESA,,209378,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1727,12AC9BC7-20B3-4ECC-9A15-21515DE9E38C,Lawrence Facilities Management Association,06234,,LFMA,510614589,594663,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1728,9E49E3B1-19FC-452D-B01F-7238681B6B21,Barker Central School Support Staff Association,06236,,BCSSSA,542091826,479747,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1729,C7B90511-6398-4127-A1D6-E1D732E25A2A,Jamesville-Dewitt Cntl Schl Clerical/Aide Assn,06237,,JDCSCAA,364800637,199295,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1730,17E2AE28-53BD-493F-B35B-592FF188DDFF,Information Technology Professionals Association,06238,,ITPA,208154949,624526,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1731,35CEE338-BD86-434C-8CF3-A2D30E9A8BE3,Bainbridge-Guilford Support Staff Association,06239,,BGSSA,331034294,694701,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1734,13B58462-FB06-449B-9F7C-96A88F22AD24,Holland Teachers Association,06243,,HTA,133517000,845130,,1,2003-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2003-10-20 12:05:26.0,25,2022-10-07 10:43:19.44,
1743,EC1D96F9-2285-44B6-9407-764F0143A614,Deer Park Teachers Association,06268,,DPTA,112531144,480607,,1,2004-03-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2004-03-03 13:04:28.0,25,2022-10-07 10:43:19.44,
1750,584D5729-7A4A-4B53-AEC1-B9851497C462,LaSalle Institute Faculty Association,06298,,LIFA,550886031,256402,,1,2004-09-12 00:00:00.0,49,4,1,2,1,,,NY,2,,,2,,0,,0,0,0,0,0,,0,0,1,2005-01-13 13:03:29.0,25,2022-10-07 10:43:19.44,
1752,302C3540-BC7A-4755-95A4-68F9873CB0B7,Bethlehem Central Teachers Association,06302,,BCTA,237365757,521650,,1,2004-09-12 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2005-01-13 13:03:29.0,25,2022-10-07 10:43:19.44,
1753,8A79E8F1-99D9-4CDC-8C98-18471D2108DA,Monticello Central School Dist Secretarial Assn,06303,,MCSD,352301777,359144,,1,2004-06-28 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2005-01-13 13:03:29.0,25,2022-10-07 10:43:19.44,
1754,943E0882-5A01-4DF0-AB51-BE676CF86945,The Resource Center United Employees Association,06304,,RCUEA,20753844,452354,,1,2004-03-29 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2005-01-13 13:03:29.0,25,2022-10-07 10:43:19.44,
1760,B90764FC-ED0B-4577-86F5-FE2CE4D12929,Elmont Teacher Aides Association,06335,,ETAA,,242931,,1,2005-10-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,3,,0,,0,0,0,0,0,,0,0,1,2005-11-14 09:51:10.0,25,2022-10-07 10:43:19.44,
1761,19FD8CD5-7EAF-4B10-89A6-EBE7F53DD801,Long Beach School Employees Association,06336,,LBSEA,,761211,,1,2005-10-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2005-11-14 09:51:10.0,25,2022-10-07 10:43:19.44,
1762,2758C8F6-A9F8-47C5-BE82-19525E038B9A,Ellicottville Ctrl Schl Related Prof Assn,06337,,ECSRPA,550895997,441820,,1,2005-10-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2005-11-14 09:51:10.0,25,2022-10-07 10:43:19.44,
1763,E5107BAD-E6C5-49F0-9B58-98F4CD588941,Pittsford Central Bus Drivers Assn,06338,,,203704686,753132,,1,2005-10-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2005-11-14 09:51:10.0,25,2022-10-07 10:43:19.44,
1764,63DF4AA3-CC1C-45AE-A591-E71C5A7F3433,Roslyn Food Service Assn,06339,,RFSA,,250787,,1,2005-10-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2005-11-14 09:51:10.0,25,2022-10-07 10:43:19.44,
1784,24F4C43A-4AA1-4C14-AC0C-0D652656B18D,Adjuncts United,06428,,Adjuncts United,800249026,521833,,1,2008-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2008-09-13 12:15:55.0,25,2022-10-07 10:43:19.44,
1785,3A6C8B11-249E-4099-80D5-DF721C462299,Chenango Valley Support Staff Association,06437,,,453754254,971874,,1,2011-01-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2010-07-14 19:35:11.0,25,2022-10-07 10:43:19.44,
1788,7AA15EBE-1A8F-4465-8B6D-261CFBC92826,Niagara Falls Bridge Commission Unit,06466,,,300567706,516127,,1,2010-08-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,3,,0,,0,0,0,0,0,,0,0,1,2010-09-15 07:56:13.0,25,2022-10-07 10:43:19.44,
1789,54F20102-E1F7-4B2A-860A-CD5203A7D4AA,Bryant Library Staff Assn,06467,,,113400798,701902,,1,2011-01-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2010-09-15 07:56:13.0,25,2022-10-07 10:43:19.44,
1791,4A9E721E-3164-45BD-8375-E28CCEAAE219,Middle Country Association Of Teacher Aides,06470,,,800635186,171973,,1,2010-08-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2010-09-15 07:56:13.0,25,2022-10-07 10:43:19.44,
1792,C6B89F8E-61BC-4F29-B415-3BFA183A3DB7,Administrative Professionals Group of Cayuga Commu,06472,,,364678029,987849,,1,2010-08-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2010-09-15 07:56:13.0,25,2022-10-07 10:43:19.44,
2128,3C5E6325-ED7D-4C68-974F-523E75296BAC,New Britain Fed of Ts,0871R,,,,700290,,1,,53,4,4,2,1,,,CT,2,,,,,0,,0,0,0,0,0,,0,1,1,2004-02-13 10:31:08.0,1,2022-09-23 11:22:41.17,
2135,3130986B-F2D4-4D41-B120-B270EA85E726,State Vocational Federation of Teachers Retirees,4200T,,,,920375,,1,1981-06-01 00:00:00.0,53,4,1,2,1,,,CT,2,,,,,0,,0,0,0,0,0,,0,1,1,2014-05-23 12:53:12.0,25,2022-10-07 10:44:42.15,
2136,C974789B-4BE1-11D5-B097-00508B6D7CC3,Montgomery County Federation of Teachers,01670,,MCFT,426080741,937342,,1,1966-05-01 00:00:00.0,118,4,1,2,1,,,MD,2,,,6,,0,,0,0,0,0,0,http://mcft.md.aft.org/,0,1,1,2004-09-23 09:10:14.0,25,2022-10-07 10:43:19.44,
2153,231CEABF-1E36-4B07-96DC-4C82DA6AF46F,Pilgrim Area Collab Professional Staff Assn,06210,,PCPSA,222815863,192822,,1,2002-11-01 00:00:00.0,28,4,1,2,1,,,MA,2,,,,,0,,0,0,0,0,0,,0,1,1,2003-01-07 14:06:44.0,25,2022-10-07 10:43:19.44,
2154,6BA04686-D480-4628-92EC-21BA49DC6D88,Fall River Clerical Employee Federation,06263,,FRCEF,,447236,,1,2004-01-01 00:00:00.0,28,4,1,2,1,,,MA,2,,,1,,0,,0,0,0,0,0,,0,1,1,2004-02-03 09:08:22.0,25,2022-10-07 10:43:19.44,
2168,7F4B4857-0B15-4384-9016-E13AA3D82803,Ellis School Support Staff,06223,,ESSS,352233698,513737,,1,2004-09-01 00:00:00.0,54,4,1,2,1,,,NH,2,,,12,,0,,0,0,0,0,0,,0,1,1,2004-12-01 12:30:01.0,25,2022-10-07 10:43:19.44,
219,3464D602-4C14-11D5-B097-00508B6D7CC3,Guam Federation of Teachers,01581,Guam Federation of Teachers,GFT,960001479,587357,,1,1965-06-03 00:00:00.0,1,4,1,2,1,,,GU,6,5,11333,,,0,,0,0,0,0,0,www.gftunion.com/,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
228,D63E1055-3157-11D6-B0A1-00508B6D7CC3,Brookfield Federation of Teachers,01728,,BFT,346602004,298099,,1,1967-02-02 00:00:00.0,59,4,1,2,1,,,OH,1,1,474,5,,0,,0,0,0,0,0,http://oh.aft.org/017280/,0,1,1,2004-11-07 12:24:26.0,25,2022-10-07 10:43:19.44,
243,D63E104A-3157-11D6-B0A1-00508B6D7CC3,Carlynton Federation of Teachers,02120,,CFT,237085275,424608,,1,1970-11-07 00:00:00.0,132,4,1,2,1,,,PA,2,5,1863,11,,0,,0,0,0,0,0,,0,1,1,2004-11-07 12:24:37.0,25,2022-10-07 10:43:19.44,
252,DEE83D5E-4BE3-11D5-B097-00508B6D7CC3,Norfolk County Agriculture School,02335,,NCAS,141894134,139085,,1,1972-11-01 00:00:00.0,28,4,1,2,1,,,MA,2,5,11399,3,,0,,0,0,0,0,0,http://ncahsft.ma.aft.org/,0,1,1,2004-11-07 12:24:40.0,25,2022-10-07 10:43:19.44,
253,D63E107A-3157-11D6-B0A1-00508B6D7CC3,Cuyahoga Valley Federation of Teachers,02371,,CVFT,,170822,,1,1972-12-01 00:00:00.0,59,4,1,2,1,,,OH,1,1,474,9,,0,,0,0,0,0,0,,0,1,1,2004-11-07 12:24:42.0,25,2022-10-07 10:43:19.44,
266,D63E105E-3157-11D6-B0A1-00508B6D7CC3,Professional Staff Assn at Rhode Island College,03302,,PSARIC,237425458,661717,,1,1974-10-01 00:00:00.0,108,4,1,2,1,,,RI,2,1,102,10,,0,,0,0,0,0,0,,0,1,1,2004-11-07 12:25:01.0,25,2022-10-07 10:43:19.44,
268,D63E105F-3157-11D6-B0A1-00508B6D7CC3,Crawford Ausable Federation of Teachers,03425,,CAFT,382138338,258796,,1,1975-05-01 00:00:00.0,56,4,1,2,1,,,MI,1,5,11429,5,,0,,0,0,0,0,0,http://casdteachers.mi.aft.org/,0,1,1,2004-11-05 13:42:57.0,25,2022-10-07 10:43:19.44,
284,D63E104C-3157-11D6-B0A1-00508B6D7CC3,Bogalusa Federation of Teachers,03814,,BFT,510229728,518518,,1,1978-04-01 00:00:00.0,124,4,1,2,1,,,LA,4,5,11453,,,0,,0,0,0,0,0,http://bft.la.aft.org/,0,1,1,2004-11-07 12:25:15.0,25,2022-10-07 10:43:19.44,
608,0AA209F7-4468-11D5-B097-00508B6D7CC3,West Virginia Federation of Teachers/PEG,Pegwv,AFT-West Virginia/PEG,,,693810,,0,,469,4,5,2,1,,,WV,1,5,11846,,,0,,0,0,0,0,0,,0,1,0,2017-02-01 10:32:05.743,0,2022-09-23 11:22:41.17,
611,2FD464FE-EC4C-47E6-88C3-D4B16546EC2E,AFT-Upshur,06575,AFT-Upshur,AFTU,,928242,,1,2018-10-05 00:00:00.0,469,4,2,2,1,,,WV,1,5,11862,,,0,,0,0,0,0,0,,0,1,0,2020-02-24 19:34:25.503,25,2022-10-07 10:43:19.44,
627,7590693C-6582-11D5-B098-00508B6D7CC3,AFT Mississippi,08022,AFT Mississippi,,640583556,815536,,1,1975-02-26 00:00:00.0,1,2,1,3,1,,,MS,4,5,11787,,,0,,0,0,0,0,0,http://ms.aft.org/,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
628,68914F67-56D9-11D6-B0A4-00508B6D7CC3,Nevada Classified School Empl & Publ Workers Assn,06181,Nevada Class Schl Empl & Public Wkrs,NCSEAPWA-AFT,880124508,310609,,1,2002-02-23 00:00:00.0,1,5,1,2,1,,,NV,6,1,102,,,0,,0,0,0,0,0,,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
634,D63E105C-3157-11D6-B0A1-00508B6D7CC3,San Francisco Archdiocesan Federation,02240,San Francisco Archdiocesan Federation,SFAF,237155568,535382,,1,1971-11-01 00:00:00.0,24,4,1,2,1,,,CA,6,5,11391,,,0,,0,0,0,0,0,http://sfaft.ca.aft.org/,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
638,B1B10B13-25AA-11D6-B0A1-00508B6D7CC3,San Jose/Evergreen Federation of Teachers,06157,San Jose/Evergreen Fed of Tchrs,,770290213,803139,,1,2001-09-01 00:00:00.0,24,4,1,2,1,,,CA,6,1,3627,,,0,,0,0,0,0,0,www.fa-aft6157.org,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
640,D63E1812-3157-11D6-B0A1-00508B6D7CC3,Menifee Council of Classified Employees,06109,Menifee Council of Classified Employees,MCCE,330925733,101916,,1,2000-11-01 00:00:00.0,24,4,1,2,1,,,CA,6,5,11671,,,0,,0,0,0,0,0,www.mcce6109.us,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
646,C974767B-4BE1-11D5-B097-00508B6D7CC3,Penobscot Valley FNHP,05071,Penobscot Valley FNHP,PV,10411817,289628,,1,1984-08-01 00:00:00.0,23,4,1,2,1,,,ME,2,1,102,,,0,,0,0,0,0,0,,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
651,0B08C6C4-6263-4174-A9BE-523F0D5BDBE5,Graduate Employees Organizing Committee,06123,Graduate Employees Org Committee,GEOC,383553473,554700,,1,2000-03-01 00:00:00.0,56,4,1,2,1,,,MI,1,5,11672,,,0,,0,0,0,0,0,http://geocwsu.org/,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
673,D63E1041-3157-11D6-B0A1-00508B6D7CC3,Classified School Employees Council of Las Cruces,04994,Classified Schl Empl Cncl of Las Cruces,CSECLC,850433885,623830,,1,1996-10-01 00:00:00.0,122,4,1,2,1,,,NM,5,5,11610,,,0,,0,0,0,0,0,http://nm.aft.org/csec/,0,1,0,2017-02-01 10:32:05.743,25,2022-10-07 10:43:19.44,
679,6BFA28EE-CFDC-11D6-B0A5-00508B6D7CC3,American Educator,AMEDU,,,,117621,,0,,1,4,1,2,1,,,DC,4,,,,,0,,0,0,0,0,0,,0,0,1,2002-09-26 11:25:36.0,25,2022-10-19 09:56:17.0666667,
686,D63E1071-3157-11D6-B0A1-00508B6D7CC3,Niagara Falls Teachers,00801,,NFT,161000835,424746,,1,1944-03-28 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,http://www.aft.org,0,0,1,2002-07-16 09:51:18.0,25,2022-10-07 10:44:42.15,
692,152F4E44-D9C3-4103-A6A1-BB3AFA34CBE5,Binghamton Teachers Association,01218,,,222182605,506033,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
698,E421DDC9-5FEA-4FF2-AFBC-3F984228CF3C,Plainview-Old Bethpage Congress of Teachers,01401,,POBCT,116111426,907791,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1001,AEE8BCB0-9FE1-4B63-8445-7FB17DEDD854,Hornell Educators Association,02738,,HEA,161093894,155321,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1003,EF782F45-DD0F-49EB-90C9-F66AD9D57397,Sackets Harbor Teachers Association,02740,,SHTA,800304123,299012,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1014,DC835280-D2A5-4C59-9D16-EDA7ADB31C4A,Ithaca Teachers Association,02753,,ITA,222305956,993837,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1015,9C35DC01-F709-4DAC-A707-4472BF854FDE,Jamestown Ta,02754,,JTA,237240738,172620,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2003-04-01 09:09:47.0,25,2022-10-07 10:43:19.44,
1017,219FC26A-2CC3-4CE6-9BFE-1E281BA48C0E,Jasper-Troupsburg Teachers Association,02756,,JTTA,320273432,463131,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1022,23564E08-1262-4C3D-808B-46A3990250E8,Johnson City Teachers Association,02762,,JCTA,161025366,976604,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1025,3E101AFF-ADF5-4157-8FE3-BDB1BBB91AF8,Katonah-Lewis Ssa,02765,,KLSSA,133517806,898695,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1027,AE8D6795-E562-4431-8D3A-3D67A66EAC9B,Kendall Faculty Association,02767,,KFA,471678303,158985,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,2,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1029,DD82A61B-8D2E-4B46-AF6C-D98597D9BFB5,Keshequa Central School Teachers Association,02769,,KCSTA,203338015,156434,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1032,719D5B16-6364-42C8-856D-5F90F00CDD52,Lafayette Teachers Association,02773,,LTA,222303357,383841,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1037,13E489C0-29B3-44FD-862D-42EAB895F4C0,Lansing Faculty Association,02779,,LFA,237360034,913749,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1040,D122A16C-1FB6-4EB5-A174-34CFC2400D05,Letchworth Central Teachers Association,02783,,LCTA,300535345,714997,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1059,ACE6D620-18AA-422C-81AC-B30148A5A456,Maine-Endwell Teachers Association,02807,,META,510236317,582157,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1066,E983240E-33E5-43D8-946C-CF130418E10A,Margaretville Teachers Association,02815,,MTA,237364960,436141,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1074,36E98BF6-2268-4A1D-AB7C-99EC7C6F5DA7,McGraw Faculty Association,02823,,MFA,222303362,483308,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1089,E40AED52-254E-4863-88D3-BCF04A419AC3,Monroe  - Orleans BOCES Teachers Association,02841,,MOBTA,203875096,600012,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1098,B523EB87-F178-4B22-BA23-363BB0B730FC,Morrisville-Eaton Faculty Association,02850,,MEFA,,813901,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1100,42B6651C-4FFA-43C8-9AC5-2D27BC7AA43E,Mt Morris Teachers Association,02852,,MMTA,237365783,754629,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1418,988EF786-78C5-4CC0-9C07-6D19CA3779F1,Sub Tchrs E Ramapo,03733,,STAER,510213295,180867,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1421,439BAD2A-D4D2-45E8-BE33-70309442AB95,Honeoye Falls Lima Cen Sch,03738,,,473460910,113488,,1,1977-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,3,,0,,0,0,0,0,0,,0,0,1,2003-01-15 19:25:43.0,25,2022-10-07 10:43:19.44,
1806,2889D8A3-6558-4AD0-BD11-D5C418675887,Adirondack Community College E S P,07801,,ACCESP,146013244,697448,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,12,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1807,993FD4D7-2830-4D0F-A80A-2A29FA548EBD,Afton Non-Instructional Ent A,07802,,ANIEA,,824572,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1808,EE20CACF-86E3-4659-8FCA-A6851248659B,Allegany Limestone ESP,07803,,ALESP,134366558,496729,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1809,8A9EBB19-8672-480C-91FC-05ADE6D78EB6,Andes Faculty Association,07804,,AFA,812283902,886989,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1810,6F0A9663-95C1-4278-8FF3-09B691E5F62D,Andover ESP Association,07805,,AESPA,161383948,321866,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1811,9B9FB732-1410-47F4-A430-86E00547D52B,Association Of Jamestown Paraprofessionals,07807,,AJP,800644713,647830,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1812,818CC5F8-346E-4EB0-A1B1-93F4FD2D2758,Association of Vestal School Paraprofessionals,07808,,AVSP,161192602,239973,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1813,DA51DFED-1C47-4FEC-B237-9696D85C06AE,Baldwinsville Educational Supp Prof Assn,07809,,BESPA,50536212,889527,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1814,D5DAACEB-F50E-49B1-B98A-B0E48827BF62,Baldwinsvle Substitute Teachers Association,07810,,BSTA,900430106,710836,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1815,7B7E0CE8-DEB9-48B5-AE8C-A0EDF8B5EA82,Batavia Clerical Association,07811,,BCA,800639427,564687,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,12,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1816,A2A7026A-DC5D-4902-9ECF-E14F004C202F,Beacon Paraprofessional Association,07812,,BPA,843698380,453001,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1817,706510BF-1200-4CB6-AA55-D3432E1A4017,Bemus Point Support Staff Association,07813,,BPSSA,510621982,181120,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1818,324095B6-A90A-4808-B656-E54A12F873D8,Bethlehem Central United Employees,07814,,BCUE,263667028,468521,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
